,Euclidean,Manhattan,Chess_board,DSSIM
62,8346.584424836055,9399.25998113801,11371.873310279785,0.43884655905725695
63,8142.069205082712,9061.934611757313,11159.873310279785,0.4270909288661161
64,8509.800393041913,9775.759509588184,12040.998428167244,0.4486044583182324
65,8402.729863231345,9585.938069789374,11840.603269412135,0.4478092102745202
66,8297.777863080815,9221.588179817674,11392.39515875511,0.43809166176165554
67,8375.308203204895,9445.070418107513,11411.47657969192,0.43836538381400403
68,8354.299366088764,9140.223200251492,11321.873310279785,0.4396498684857484
69,8451.073349222386,9234.910405532848,11529.47657969192,0.44528346468075747
70,8035.358239152909,8656.640364665196,10875.014460861365,0.42241876522260596
71,8376.04890197022,9535.106570260923,11448.502357749136,0.4416481389504674
72,8368.766186531866,8884.751650424392,11379.90537566803,0.42297754367035534
73,8455.966990411802,9620.252121974221,11843.942470921094,0.4437271460899923
74,8367.22208515348,9452.900974536306,11801.340144608614,0.4421418960820957
75,8488.270446485145,9718.036780886512,11902.269412134548,0.4462292430682374
76,8197.139556376907,9267.091795033,11343.626532536935,0.4273490293156838
77,8234.862782653216,9210.825212197424,11197.801320339513,0.4230231663023826
78,8275.035217569726,9521.449858535056,11411.873310279785,0.4342557743370914
79,8229.403641036362,9431.524363407732,11409.395158755107,0.43358029253615915
80,8060.136297054161,10792.093681232313,9410.698522477209,0.4529287418477308
81,8730.05991928832,12022.090537566803,10071.065388242692,0.4619128846164335
82,8435.834771355914,11375.027978623075,9713.050298648224,0.45216629099776007
83,8316.706044414232,9857.04966991512,10189.978308707956,0.44318302625836525
84,8242.794085244554,9775.079220370955,10195.978308707956,0.4420476669727687
85,8485.102388739811,10085.664885256214,10624.978308707956,0.4389781192301243
86,8418.54837875824,10144.504243948444,10560.978308707956,0.4404930849394616
87,8647.313033912182,10165.643822697264,10427.334486010688,0.45179778544150184
88,8333.630586639032,10140.29078906005,10662.978308707956,0.43463463329784857
89,8327.920222976558,10111.281672430046,10568.978308707956,0.4378336576561805
90,8433.960048968649,10061.996227601387,10385.978308707956,0.4477814632238859
91,8389.921767144766,9912.892172272872,10487.978308707956,0.4422700276351043
92,8693.86761826236,10143.914806664572,10910.978308707956,0.45408901214499575
93,8211.183351952488,9805.348318138953,10011.48475322226,0.43946384282316525
94,9017.652830109055,11112.888714240793,10638.978308707954,0.463720390917505
95,9196.424358974553,11981.53316567117,11159.111600125747,0.4720034953807235
96,7877.335030000545,9320.059415278214,9421.320025149325,0.44839285653488276
97,8218.22468170464,10009.546683432878,9829.332285444829,0.4532051293261686
98,8943.753058805103,11046.281358063496,10612.564916692863,0.4733670637941839
99,8931.482731628244,11906.184847532224,10518.340458975166,0.466181260300306
100,9566.357083902667,11206.452687834015,12115.942156554542,0.5029398425047121
101,9445.926004980483,10760.904432568377,12508.351147437912,0.49525333326812593
102,8791.222416872495,10182.465576862622,12176.659226658285,0.4611095502459854
103,8686.144822502267,9925.489783087087,12070.495441685005,0.4560661667011586
104,8677.255605954922,9955.327255580016,12036.543225400816,0.4573544818223356
105,8650.308517725285,9849.976108142098,12035.730902232,0.4555689286819266
106,8689.283124910706,10059.508645080161,12209.050927381326,0.45227302513958234
107,9122.418357874923,11533.088337000954,12825.071361207167,0.4665478295574276
108,8931.01664533036,10440.428481609557,12424.527192706693,0.4584929825371252
109,8935.940828414537,10997.402074819236,12510.478780257781,0.4599486570882012
110,8680.079539720076,10152.74599182647,11775.331971078278,0.4575844712956187
111,8670.152117526419,10130.74599182647,11757.792203709527,0.4575729723379349
112,8908.203676975445,10186.835900660171,12525.439484438855,0.4561860298829012
113,8947.43356873468,10311.470921093998,12710.237032379755,0.46120405319038266
114,8665.953453841867,10118.060987110975,11789.423451744735,0.45455928727806216
115,8686.786090022295,9930.349889971709,12016.976736875196,0.4574005700867217
116,8695.398441820598,10198.349889971707,11737.882426909779,0.4598323781308084
117,9043.240065704926,10456.798176674001,12700.285444828669,0.46994715087892514
118,8618.222551869942,9846.060987110974,11923.398616787174,0.45239812723357253
119,8682.563441726645,10078.327255580016,12076.232945614585,0.45581305642652453
120,9882.957741548971,10972.114429424711,12297.952845017291,0.44918599499006734
121,9907.675663283124,10902.318138950013,12303.102797862306,0.4461537361804014
122,9873.157802361944,10826.847217856017,12145.313737818296,0.4512737156529662
123,9853.503002362391,11276.49607041811,12305.157497642249,0.44846048877700617
124,9896.119476616312,10886.845331656707,12176.81766740019,0.45270253068804306
125,9913.046195146517,11013.49607041811,12225.782772712984,0.4497877616292695
126,9864.452092215797,11137.895944671483,12158.350204338258,0.4531645848281603
127,9948.858859259644,11162.071046840612,12058.782772712984,0.4518489196348388
128,9907.892260563116,11122.49607041811,12241.782772712984,0.44936868381580264
129,9850.00041156921,10989.45394530022,12146.782772712984,0.4492499505332655
130,9893.726657053932,11107.95221628419,11998.998428167244,0.4511383619771809
131,9841.231093075196,10846.274127632822,12341.952845017291,0.4480765112342052
132,9894.457116919773,11010.49607041811,12236.469977994342,0.4502502298088658
133,9905.885478425744,10999.277585664882,12015.678717384471,0.44440366500115025
134,9906.824885086238,11009.813895001567,12121.81766740019,0.44634415089607943
135,9877.56312312226,11077.20150895945,12214.782772712984,0.45190647359974945
136,9861.83409784547,11008.114429424711,12156.782772712984,0.4528633414563448
137,9881.572762696642,11008.813895001567,12021.391386356492,0.44512201498425263
138,9907.025784659932,10902.277585664882,12020.01351776171,0.4509859442604694
139,9862.478231148518,10986.201508959452,12134.469977994342,0.4521127870797555
140,8362.070457365398,10092.985539138634,12443.608299276957,0.42914903366928586
141,8356.625046321868,10178.991512103114,12490.863250550141,0.42891222173363375
142,8419.73062011308,10322.651053127938,12749.710782772712,0.4336007351993767
143,8357.354869649265,9975.719585036151,12506.14649481295,0.4275380568510137
144,8489.606572017901,10635.31090851933,12686.915121031121,0.4369962278085859
145,8492.985695833728,10949.539453002197,12741.212197422194,0.43855590436277686
146,8389.04690322107,10227.821754165354,12689.43131090852,0.4292712199777958
147,8370.014124478612,10061.029864822383,12636.76642565231,0.4324476188784597
148,8306.922381757646,10304.62213140521,12661.85193335429,0.42742563954084034
149,8456.631334608312,10321.535366237027,12800.985224772085,0.42599024182873224
150,8603.307637419362,10501.867337315301,13035.172587236717,0.4278215934632562
151,8569.213148496632,10335.058786545109,12915.991512103112,0.4275890480726689
152,8585.593076399668,10484.107198994028,12897.06507387614,0.4254972423618895
153,8549.33586939322,10527.744105627167,12901.967305878654,0.42831377523496256
154,8536.22333258694,10499.151210311213,12890.718641936497,0.4269106830127144
155,8480.680225257798,10433.248349575595,12810.588494184218,0.4257640611463799
156,8621.308506365016,10516.324740647593,12814.059100911662,0.4295054911864015
157,8407.582967607652,10334.34014460861,12151.405847217857,0.43480274453751167
158,8380.384544192608,10486.025149324123,12317.009430996543,0.436576535538015
159,8442.487506448177,10475.724929267524,12478.772084250235,0.43338531372581723
160,7930.098445400804,10126.991197736563,12025.248035209053,0.4849914822112223
161,7846.776218949096,9825.968248978312,12001.684061615844,0.47949620957977157
162,7795.21031968323,9726.867337315314,12003.884313109087,0.4749936709644266
163,8056.6776971823665,10660.084878968886,11950.575919522162,0.490634882718671
164,7994.714992234859,10400.452687834022,11953.336686576547,0.48934683454480954
165,8064.610326137307,10786.460546997798,11791.64067903175,0.49362903725001167
166,8067.767596976775,10774.103740961962,11667.32348318139,0.493838625941158
167,7632.475250138153,9311.703237975482,11795.487896887771,0.4738087436396589
168,7627.344487474711,9080.327569946558,11843.906318767684,0.47035231079605505
169,7664.3894636254645,9239.021062558946,11823.35271927067,0.4756900622338855
170,7888.34558292227,10444.357749135503,11652.435083307137,0.4920124547352824
171,8057.5058977996105,10904.779629047473,11440.592580949386,0.4944327879181157
172,8099.069282133836,10975.992140836212,11396.321911348634,0.49587973242023903
173,8105.874251090775,11056.061615844075,11192.607670543854,0.4960336756420366
174,7852.019037595555,10122.45268783402,11790.71204023892,0.4856821394804985
175,7907.347509205215,10504.11222885885,11639.77774284816,0.4939876273946681
176,7943.179321974788,10023.579063187679,11870.421565545425,0.49290087946106087
177,7754.179461274995,9416.97988054071,11873.186104998427,0.478851446591169
178,7981.020689874688,10615.074504872686,11621.12134548884,0.4940810311853495
179,8027.436610314828,10700.074504872684,11740.77774284816,0.49317492285742826
180,8311.393903023394,10124.441056271613,13215.149952845019,0.4117808602919056
181,8391.643942232882,10330.219427852864,13338.459918264696,0.4159605568831337
182,8289.687043618087,10058.111285759196,13219.001257466207,0.4100790365647127
183,8344.552058253304,10352.064759509585,13265.001257466207,0.4126487471229552
184,8723.622551228773,11444.965419679345,13036.112543225401,0.4192596857594396
185,8690.400173206788,11389.476265325367,12948.138006916064,0.4180171413201771
186,8623.909808812308,10800.153725243641,13219.662370323796,0.41763851235958277
187,8477.924868050166,10439.244891543538,13474.718641936495,0.41564969878953717
188,8353.769836528621,10215.062873310282,13274.001257466207,0.4122477339567685
189,8328.65119523751,10280.89814523735,13143.447343602642,0.4130392826543627
190,8427.317188487115,10712.613643508328,12894.686576548254,0.4142775021237792
191,8318.835025896178,10442.835271927072,13169.447343602642,0.4147530274496515
192,8328.513929199451,10312.27318453317,13121.129204652625,0.410850197598001
193,8322.580195701725,10221.958817981764,13246.811065702608,0.4115523716444405
194,8352.71629864389,10573.627475636593,12909.325369380698,0.41747126195410494
195,8285.695902625237,10131.354919836527,13052.113486325054,0.4103347937257591
196,8280.330263272672,10275.385099025461,13005.639735932098,0.41154643051855805
197,8661.683772875038,11371.777114115057,13023.832442628103,0.42178902569223675
198,8693.306382347482,11207.118516189876,13017.26092423766,0.42185500419125943
199,8687.770188485218,11195.744105627162,13265.589437283874,0.4222514625785146
200,9037.945935700584,12450.38447029236,13343.44451430368,0.4544350988107701
201,9053.418089078474,12320.44294247092,13270.44451430368,0.45522095630766446
202,9135.283017624286,13349.666771455515,13156.41276328199,0.453216361529034
203,9101.075026221119,13195.666771455515,13110.014460861366,0.4530501092148745
204,9018.05985179172,12492.326626846905,13316.44451430368,0.4560474797687727
205,9028.985721000932,12443.666771455519,13182.44451430368,0.4538240171666477
206,9153.375710587556,13364.666771455515,13192.648538195539,0.45173599471070675
207,9199.259892531942,13444.666771455515,13239.648538195539,0.4534781793378073
208,9016.8934188117,12434.610185476264,13271.44451430368,0.4548571806857525
209,9086.55521697761,12371.610185476267,13304.44451430368,0.45846993562979504
210,9312.278301765333,13795.71046840617,13468.269412134552,0.45120252962273905
211,9272.124104795803,13555.666771455515,13364.961961647283,0.4541045276802126
212,9091.55791698183,12458.629990569003,13332.44451430368,0.45654620789250727
213,9113.59145254333,13093.403961018555,13248.961961647283,0.45419456059049523
214,9432.069675033754,12953.586293618355,13993.44451430368,0.4564145217687445
215,9158.528538730534,13143.666771455515,13168.648538195539,0.45234091199896403
216,9077.656378290136,12892.403961018555,13136.95347375039,0.4538272060699628
217,9669.265572368071,12777.392643822699,13927.447029236091,0.46535960598951487
218,9499.078328448224,14049.666771455519,13694.720213769257,0.4563762965112209
219,9069.935909900658,12390.610185476267,13254.44451430368,0.4553985522141345
220,6876.475273711328,7399.674001886199,10321.86262181704,0.4656184863644662
221,6701.5167537254665,7115.640050298647,10239.339830242061,0.45508560622198635
222,6670.4621701521355,7105.2634391700685,9787.630933668657,0.4568631876298377
223,6655.9675395027225,7423.48632505501,9376.128890286072,0.45277640632504423
224,6778.252493817128,7279.6938069789385,9628.97516504244,0.45569823507039514
225,6679.290192389506,7706.867966048416,9214.25432254008,0.4555956003616449
226,6707.186614267911,7437.026092423763,9698.74159069475,0.45651942772836573
227,6715.267214942632,7085.270355234204,9341.227601383212,0.45199804233913154
228,6787.1002184151375,7116.586607984909,9473.926752593523,0.45073050094351913
229,6718.951722787638,7351.095881798172,9575.357434768941,0.45633809629481775
230,6688.682550544107,7264.849104055328,9642.82238289846,0.4527734550958364
231,6775.104939017376,7146.127632819868,9587.883370009433,0.4568349529244045
232,6794.535275819688,7397.270983967309,9643.42439484439,0.4491267511723776
233,6677.0844695337855,7051.674316252754,9478.22665828356,0.450577826233116
234,6696.701956257111,7276.587551084565,9401.816724300534,0.448784378155249
235,6803.3442636576765,7333.244262810437,9645.567745991826,0.45437596774508904
236,6740.517359653141,7165.607041810752,9710.834957560517,0.4552081191793737
237,6631.265237840893,6895.682489783089,9657.726815466835,0.45127818829967187
238,6683.633048868797,7270.890286073562,9446.861364350834,0.4492353635251197
239,6677.845839964446,7221.718327569946,9393.403646651996,0.4502689986883487
240,11495.860101265294,15416.827727129834,14674.408047783716,0.4720041588306303
241,11531.809850220885,15472.43162527507,14770.594152782143,0.47569440387344847
242,11502.810178868845,15496.351147437914,14715.049041182017,0.4735173327570089
243,11497.572311421116,15404.706067274443,14662.999056900346,0.47214635258392584
244,11531.385396568152,15482.122602955047,14627.277900031437,0.47366804865845913
245,11502.17037472614,15396.191763596356,14648.685947815153,0.47224427057148977
246,11471.704920506496,15350.764853819555,14753.546054699778,0.473007470415338
247,11455.935998708223,15341.61458660798,14738.57780572147,0.4727940241619047
248,11531.945509032123,15480.128575919522,14678.348003772397,0.47293248714961683
249,11505.074257720356,15469.529707639105,14578.888085507702,0.47356376863419375
250,11477.919023284852,15391.591637849735,14683.385413392016,0.47201823081759137
251,11506.382386803158,15501.122602955047,14608.343602640678,0.4740096566273763
252,11546.707498641628,15389.288588494173,14705.817038667086,0.47388561295414483
253,11705.12489923619,15713.91260609871,14706.888085507702,0.4749312800765636
254,11722.95284181542,15675.246463376301,14762.383841559258,0.47254689963787927
255,11668.301506689535,15486.220056585982,14774.348003772397,0.4733891577472043
256,11610.315154245794,15571.541967934614,14794.108770826784,0.47389070082614815
257,11654.404498398162,15621.395787488214,14722.319396416222,0.4760335970699754
258,11556.633539142082,15548.456145866081,14787.443885570574,0.4740620777651514
259,11563.226222233265,15555.43162527507,14804.1571832757,0.4743239016468698
260,7799.930249453832,9368.476265325375,10356.279157497642,0.4357809088393263
261,7881.459445733491,9899.938384155925,10311.868280414965,0.43099774731832696
262,7891.440951371856,10293.355548569622,10083.69475007859,0.43153109214401125
263,7774.933129464411,9217.722099968565,10415.694435712041,0.4355511631292647
264,7850.683471674401,9608.001571832761,10290.04023891858,0.43524803601562567
265,7841.636849203065,10622.13769254952,9846.600754479723,0.43118235196082294
266,7812.565990924525,9224.516189877402,10419.265639735931,0.4316179654379771
267,7818.867947630357,9324.033322854451,10396.286387928325,0.4301229290939368
268,7865.7031353634575,9410.032379754795,10650.402074819238,0.4318138105762205
269,7915.189331639346,9060.674316252755,10632.500785916378,0.43387266381918255
270,7822.1956096142585,9476.027035523424,10348.110657026093,0.43441410873139347
271,7741.141380431204,9660.149952845022,10310.932725558,0.43225776546289757
272,7811.523911662101,9178.04118201824,10586.544482867022,0.4333809565424135
273,7729.057610278042,8969.93461175731,10415.021376925495,0.430360445323604
274,7739.536787704691,9518.68091795033,10291.932725558,0.43124729574630494
275,7758.725844981881,9642.78465891229,10190.932725558,0.4332835453970625
276,7788.5456352261535,9334.335743476893,10540.254951273186,0.4299772499120074
277,7737.287159562011,9002.014460861372,10464.021376925495,0.4316286475377044
278,7740.139933812123,9328.827727129832,10024.091795033008,0.4304471025583624
279,7786.995629655219,9400.958503615213,10011.091795033008,0.4339327526689745
280,11027.866994670592,12370.40018861994,14766.203080792202,0.478817392154226
281,11049.641434397594,12484.457088965728,14624.66331342345,0.4767998870021174
282,11397.885572666228,13511.01288902861,14578.58440741905,0.4749045159950848
283,11184.933184840538,12618.02986482238,14736.044640050297,0.47520181931771827
284,11086.13991113636,12629.323483181386,14818.68720528136,0.47600520981643485
285,11017.982971968975,12628.693806978934,14785.044640050299,0.4731196840132969
286,11019.318663425689,12319.259981138013,14789.66331342345,0.4755655110484781
287,11202.220244792956,12556.578748821124,14832.619302106254,0.47369148948859063
288,11015.757470845263,12606.001257466203,14769.646023263125,0.4717297102825682
289,11070.391919667394,12589.719585036157,14762.68720528136,0.4767090248622953
290,11078.011731009206,12618.943414020741,14723.68720528136,0.47696181423097816
291,11043.412162189288,12627.42628104369,14814.200880226344,0.4721242018077266
292,10963.428028949338,12480.362150267205,14778.103426595411,0.472759553179318
293,11141.052645907048,12758.192706696003,14727.646023263125,0.4776724367505347
294,11065.062048627608,12491.61458660798,14737.276013832128,0.47914188207782343
295,11006.420315909827,12650.644451430364,14776.200880226344,0.4737417527370155
296,10953.095338729594,12474.865765482546,14746.203709525307,0.4730515723815383
297,11025.407674244918,12319.265639735933,14655.276013832128,0.47664704182842443
298,11030.672092692077,12151.217541653572,14660.81578120088,0.4738286261208514
299,10943.148846468916,12474.341402074815,14677.044640050299,0.471485489642064
300,7920.77379652812,9444.443885570578,10490.978623074505,0.42409751768727066
301,7377.861586817596,9098.980509273813,8812.348946872055,0.404717630188693
302,7416.144823904605,8676.7749135492,8671.755108456462,0.4073710707495456
303,7411.3582977160495,8679.423451744737,8614.106255894372,0.40856424836036837
304,7537.196747020235,9305.53662370324,8568.622445771769,0.4089978750980958
305,7478.806198754359,9322.00408676517,8569.185790631876,0.40704139649285925
306,7461.658695932458,9360.972021376927,8575.828670229486,0.40788051805179665
307,7882.110832260885,9056.629676202456,10094.156868909147,0.42681942777153586
308,7892.599161162987,9340.60861364351,9656.83370009431,0.4245694075088576
309,7398.710261198555,8846.899402703555,8577.77114115058,0.4072642297829938
310,7674.156863010197,9409.40238918579,8829.183904432568,0.42554880888991864
311,7965.09540932709,9478.744105627162,9460.998428167244,0.4307527782133216
312,8041.789198012649,9559.098711097142,9905.016661427224,0.43118110571475904
313,7452.135130795112,9306.969192077964,8682.43162527507,0.40871465866574236
314,7939.152168490024,9074.794718641931,10235.7529078906,0.42659424537263
315,7974.5665798735,9126.794718641933,10124.075762338887,0.4269180456166521
316,7714.750668360449,8927.282929896255,9256.311537252437,0.41745348747279476
317,7813.052471320543,8966.794718641933,9407.827727129834,0.42169000856653927
318,7761.116155896048,8970.282929896257,9069.873624646338,0.42127409065867844
319,7596.024685851442,9057.331027978627,8871.695064445143,0.4162577931934224
320,8361.880588961623,11332.479408990877,13139.988682804149,0.4635947504230131
321,8266.206735109767,11072.139578748824,13039.988682804149,0.4629089620342675
322,8595.954243348917,11572.011945928945,13188.992769569317,0.471364944458747
323,8643.38752645611,11556.550141464942,13208.528764539453,0.47133846562242876
324,8557.491503576615,11506.491669286379,13050.239861678718,0.46913786140312735
325,8297.589259446164,11553.72870166614,13101.307136120717,0.4660811304369441
326,8374.339945279571,11527.40521848475,13069.091166299906,0.4631854137455309
327,8209.772383922133,10979.80163470607,13273.198050927382,0.4613007844623218
328,8281.202923082896,11549.045583149944,13001.926438226972,0.46198156933938683
329,8486.320777909277,11724.063816409924,13180.10279786231,0.4682679446929204
330,8298.237336746499,11591.949701351772,13077.635963533481,0.46625331559019784
331,8414.166917853143,11648.924237661106,12926.45614586608,0.46644008360063477
332,8511.41701724182,11619.444828670228,12984.697265011004,0.4681685479527092
333,8456.690191260954,11442.108770826777,13513.620245205911,0.46810310297274166
334,8511.885389099678,11429.618673373154,13681.299905690033,0.46670828000390013
335,8474.518221036375,11459.018233259974,13637.70135177617,0.4692380524952417
336,8397.224347353736,11418.874882112537,13300.955359949701,0.46846099799215474
337,8445.579037962632,11573.928010059724,13476.186419364982,0.46866508131810314
338,8388.417937843149,11213.487582521218,13284.093995598869,0.46797751014050715
339,8328.12570292726,11148.82646966363,13183.792203709525,0.4641235998474205
340,7175.707172453116,7996.721785602005,9674.988054071047,0.40851677838774053
341,6878.14882767089,8502.489154353976,8853.639735932096,0.40573666908220424
342,6755.0028322831795,7742.07513360578,8703.955359949701,0.3981295899707788
343,7134.400407501623,7834.047154982712,9651.269412134548,0.40977161513413135
344,6941.546312608073,8663.983652939325,8863.641307764854,0.40591498207326365
345,7015.40685338628,8184.927066960071,8720.571204023892,0.40891979563438335
346,7118.626903326841,7670.491983652937,9779.269412134548,0.41047855466334376
347,7194.260381407081,8061.0443256837425,9761.29644765797,0.4116644758963314
348,7186.602149768765,9224.056271612697,9148.872367180133,0.414721080147977
349,7232.398039744795,8621.053127947182,9081.813895001571,0.41324317678620054
350,7203.993254911486,8086.89783087079,9822.29644765797,0.41417799634555164
351,7194.134654428742,8170.355234203076,9860.63816409934,0.41087679108433794
352,7040.677685185477,7865.175102169129,9000.479094624334,0.40584821968628254
353,7167.445921951361,8349.71612700408,9061.479094624334,0.4130639344938516
354,7191.631252334959,8184.592266582831,9851.843445457404,0.4163819442483054
355,7291.837125143903,9726.220056585984,9316.553599497014,0.41987885869913494
356,7223.642321717,9400.211883055641,9205.587236718013,0.41439547823933237
357,7324.949502091911,8146.235146180449,9718.852562087393,0.42533506782215313
358,7258.027336005871,8386.8887142408,9810.657969192078,0.41836141792493975
359,7238.856902858835,9183.512417478778,9295.362150267212,0.41727954451647215
360,8642.174566020607,9389.912920465258,13695.035209053756,0.4285418825262853
361,8463.810257812338,9116.301163156244,13740.599497013518,0.422599501913794
362,8545.57426576352,9187.86450801635,14010.866079849104,0.42104968685840216
363,8546.899366273128,9188.587236718016,13874.815152467778,0.42359376089513684
364,8636.811023875758,9706.828670229488,13853.599497013518,0.43026674920088404
365,8682.310534019136,9657.857906318766,13745.599497013518,0.43458124517708396
366,8670.082051353378,9692.66740018862,13761.036466519963,0.4345077394044315
367,8650.345432339507,9621.48758252122,13840.599497013518,0.4315671170141771
368,8760.168308947714,9761.294875825213,13999.112857591952,0.4345929536462345
369,8763.721698973655,10045.688462747563,14132.815152467778,0.43533724223530224
370,8737.274117688576,9609.977051241749,14247.25589437284,0.43019287936541517
371,8618.697327761402,9326.613643508332,13788.183590066015,0.4306049302554885
372,8613.02047636441,9744.366237032384,13609.271927066959,0.4335960618333884
373,8756.01287022884,9640.300534423139,14319.648538195535,0.4284796776882147
374,8648.327548190098,9883.366237032384,13708.271927066959,0.4285679697155883
375,8625.416716134023,9245.9651053128,13817.092109399558,0.431881604393326
376,8554.574909901396,9195.446086136437,13846.692863879282,0.4261427612278532
377,8759.784913511752,9982.80760767054,14059.25589437284,0.4332055426561401
378,8700.748975722314,9711.652310594156,13941.378182961333,0.4305503406177207
379,8735.765498500336,9720.261867337316,14012.648538195535,0.4368022903953298
380,9106.81126366968,11159.080163470606,11575.18201823326,0.48069692822104765
381,9121.379792197524,11104.080163470606,11639.18201823326,0.48056943213299536
382,9134.688230320713,11227.382269726502,11575.18201823326,0.48147182962252444
383,9166.659588669514,11129.828355862934,11100.117258723672,0.48241983644593034
384,9224.456517767536,11243.758566488523,11075.952845017291,0.4847904997065501
385,9199.858360603324,11373.624960704175,10868.246463376297,0.48278306410790217
386,9233.562971387626,11243.758566488523,11346.410562716126,0.483394736628979
387,9121.990945230336,11076.702609242375,10855.952845017291,0.4823495034860165
388,9183.212929507194,11363.269097768,11167.77931468092,0.48406503985789057
389,9330.54453952431,11506.735932096826,11821.399245520279,0.4883598248141898
390,9155.96732354163,11143.512731845329,11196.718956303052,0.48163752120245623
391,9208.200004128073,11170.828355862934,11012.952845017291,0.4805391077019994
392,9271.2834285007,11558.166299905692,11421.848160955677,0.484903278317841
393,9185.892586937824,11285.00220056586,11737.106884627477,0.4825195592430435
394,9185.776311209103,11212.512731845329,11573.733731530965,0.4830366463580207
395,9180.898560898017,11227.741905061299,11648.718956303052,0.4841389147218049
396,9172.241292010016,11213.517132977053,11565.575605155613,0.479662696115993
397,9284.188315205674,11605.75353662371,11875.500471549829,0.48575374236200414
398,9211.960890975412,11252.410877082673,11715.597925180762,0.48303587615183885
